".id","long","lat","order","hole","piece","id","group"
"2017",-6e+05,3050000,6,FALSE,"1","3","3.1"
"2017",-6e+05,3025000,7,FALSE,"1","3","3.1"
"2017",-550000,3025000,8,FALSE,"1","3","3.1"
"2017",-550000,3e+06,9,FALSE,"1","3","3.1"
"2017",-525000,3e+06,10,FALSE,"1","3","3.1"
"2017",-525000,2975000,11,FALSE,"1","3","3.1"
"2017",-475000,2975000,12,FALSE,"1","3","3.1"
"2017",-475000,2950000,13,FALSE,"1","3","3.1"
"2017",-450000,2950000,14,FALSE,"1","3","3.1"
"2017",-450000,2900000,15,FALSE,"1","3","3.1"
"2017",-425000,2900000,16,FALSE,"1","3","3.1"
"2017",-425000,2875000,17,FALSE,"1","3","3.1"
"2017",-4e+05,2875000,18,FALSE,"1","3","3.1"
"2017",-4e+05,2825000,19,FALSE,"1","3","3.1"
"2017",-375000,2825000,20,FALSE,"1","3","3.1"
"2017",-375000,2800000,21,FALSE,"1","3","3.1"
"2017",-350000,2800000,22,FALSE,"1","3","3.1"
"2017",-350000,2775000,23,FALSE,"1","3","3.1"
"2017",-325000,2775000,24,FALSE,"1","3","3.1"
"2017",-325000,2750000,25,FALSE,"1","3","3.1"
"2017",-250000,2750000,26,FALSE,"1","3","3.1"
"2017",-250000,2725000,27,FALSE,"1","3","3.1"
"2017",-225000,2725000,28,FALSE,"1","3","3.1"
"2017",-225000,2700000,29,FALSE,"1","3","3.1"
"2017",-2e+05,2700000,30,FALSE,"1","3","3.1"
"2017",-2e+05,2675000,31,FALSE,"1","3","3.1"
"2017",-175000,2675000,32,FALSE,"1","3","3.1"
"2017",-175000,2625000,33,FALSE,"1","3","3.1"
"2017",-150000,2625000,34,FALSE,"1","3","3.1"
"2017",-150000,2575000,35,FALSE,"1","3","3.1"
"2017",-125000,2575000,36,FALSE,"1","3","3.1"
"2017",-125000,2550000,37,FALSE,"1","3","3.1"
"2017",-75000,2550000,38,FALSE,"1","3","3.1"
"2017",-75000,2525000,39,FALSE,"1","3","3.1"
"2017",-50000,2525000,40,FALSE,"1","3","3.1"
"2017",-50000,2425000,41,FALSE,"1","3","3.1"
"2017",-25000,2425000,42,FALSE,"1","3","3.1"
"2017",-25000,2400000,43,FALSE,"1","3","3.1"
"2017",25000,2400000,44,FALSE,"1","3","3.1"
"2017",25000,2375000,45,FALSE,"1","3","3.1"
"2017",75000,2375000,46,FALSE,"1","3","3.1"
"2017",75000,2400000,47,FALSE,"1","3","3.1"
"2017",125000,2400000,48,FALSE,"1","3","3.1"
"2017",150000,2400000,49,FALSE,"1","3","3.1"
"2017",150000,2425000,50,FALSE,"1","3","3.1"
"2017",250000,2425000,51,FALSE,"1","3","3.1"
"2017",275000,2425000,52,FALSE,"1","3","3.1"
"2017",275000,2450000,53,FALSE,"1","3","3.1"
"2017",3e+05,2450000,54,FALSE,"1","3","3.1"
"2017",3e+05,2475000,55,FALSE,"1","3","3.1"
"2017",325000,2475000,56,FALSE,"1","3","3.1"
"2017",325000,2500000,57,FALSE,"1","3","3.1"
"2017",350000,2500000,58,FALSE,"1","3","3.1"
"2017",350000,2525000,59,FALSE,"1","3","3.1"
"2017",375000,2525000,60,FALSE,"1","3","3.1"
"2017",375000,2550000,61,FALSE,"1","3","3.1"
"2017",4e+05,2550000,62,FALSE,"1","3","3.1"
"2017",425000,2550000,63,FALSE,"1","3","3.1"
"2017",425000,2575000,64,FALSE,"1","3","3.1"
"2017",575000,2575000,65,FALSE,"1","3","3.1"
"2017",575000,2550000,66,FALSE,"1","3","3.1"
"2017",650000,2550000,67,FALSE,"1","3","3.1"
"2017",650000,2525000,68,FALSE,"1","3","3.1"
"2017",675000,2525000,69,FALSE,"1","3","3.1"
"2017",675000,2500000,70,FALSE,"1","3","3.1"
"2017",725000,2500000,71,FALSE,"1","3","3.1"
"2017",725000,2525000,72,FALSE,"1","3","3.1"
"2017",750000,2525000,73,FALSE,"1","3","3.1"
"2017",750000,2550000,74,FALSE,"1","3","3.1"
"2017",775000,2550000,75,FALSE,"1","3","3.1"
"2017",8e+05,2550000,76,FALSE,"1","3","3.1"
"2017",8e+05,2575000,77,FALSE,"1","3","3.1"
"2017",875000,2575000,78,FALSE,"1","3","3.1"
"2017",875000,2550000,79,FALSE,"1","3","3.1"
"2017",950000,2550000,80,FALSE,"1","3","3.1"
"2017",950000,2525000,81,FALSE,"1","3","3.1"
"2017",1e+06,2525000,82,FALSE,"1","3","3.1"
"2017",1e+06,2500000,83,FALSE,"1","3","3.1"
"2017",1025000,2500000,84,FALSE,"1","3","3.1"
"2017",1025000,2475000,85,FALSE,"1","3","3.1"
"2017",1050000,2475000,86,FALSE,"1","3","3.1"
"2017",1050000,2450000,87,FALSE,"1","3","3.1"
"2017",1075000,2450000,88,FALSE,"1","3","3.1"
"2017",1075000,2425000,89,FALSE,"1","3","3.1"
"2017",1100000,2425000,90,FALSE,"1","3","3.1"
"2017",1100000,2400000,91,FALSE,"1","3","3.1"
"2017",1125000,2400000,92,FALSE,"1","3","3.1"
"2017",1125000,2375000,93,FALSE,"1","3","3.1"
"2017",1150000,2375000,94,FALSE,"1","3","3.1"
"2017",1150000,2350000,95,FALSE,"1","3","3.1"
"2017",1175000,2350000,96,FALSE,"1","3","3.1"
"2017",1175000,2325000,97,FALSE,"1","3","3.1"
"2017",1200000,2325000,98,FALSE,"1","3","3.1"
"2017",1200000,2300000,99,FALSE,"1","3","3.1"
"2017",1225000,2300000,100,FALSE,"1","3","3.1"
"2017",1225000,2275000,101,FALSE,"1","3","3.1"
"2017",1275000,2275000,102,FALSE,"1","3","3.1"
"2017",1275000,2250000,103,FALSE,"1","3","3.1"
"2017",1350000,2250000,104,FALSE,"1","3","3.1"
"2017",1350000,2275000,105,FALSE,"1","3","3.1"
"2017",1500000,2275000,106,FALSE,"1","3","3.1"
"2017",1500000,2250000,107,FALSE,"1","3","3.1"
"2017",1525000,2250000,108,FALSE,"1","3","3.1"
"2017",1525000,1975000,109,FALSE,"1","3","3.1"
"2017",1550000,1975000,110,FALSE,"1","3","3.1"
"2017",1550000,1950000,111,FALSE,"1","3","3.1"
"2017",1625000,1950000,112,FALSE,"1","3","3.1"
"2017",1625000,1925000,113,FALSE,"1","3","3.1"
"2017",1650000,1925000,114,FALSE,"1","3","3.1"
"2017",1650000,1900000,115,FALSE,"1","3","3.1"
"2017",1750000,1900000,116,FALSE,"1","3","3.1"
"2017",1750000,1875000,117,FALSE,"1","3","3.1"
"2017",1850000,1875000,118,FALSE,"1","3","3.1"
"2017",1850000,1850000,119,FALSE,"1","3","3.1"
"2017",1925000,1850000,120,FALSE,"1","3","3.1"
"2017",1925000,1825000,121,FALSE,"1","3","3.1"
"2017",1950000,1825000,122,FALSE,"1","3","3.1"
"2017",1950000,1800000,123,FALSE,"1","3","3.1"
"2017",2e+06,1800000,124,FALSE,"1","3","3.1"
"2017",2e+06,1775000,125,FALSE,"1","3","3.1"
"2017",2050000,1775000,126,FALSE,"1","3","3.1"
"2017",2050000,1750000,127,FALSE,"1","3","3.1"
"2017",2100000,1750000,128,FALSE,"1","3","3.1"
"2017",2100000,1725000,129,FALSE,"1","3","3.1"
"2017",2150000,1725000,130,FALSE,"1","3","3.1"
"2017",2150000,1700000,131,FALSE,"1","3","3.1"
"2017",2200000,1700000,132,FALSE,"1","3","3.1"
"2017",2200000,1675000,133,FALSE,"1","3","3.1"
"2017",2225000,1675000,134,FALSE,"1","3","3.1"
"2017",2225000,1650000,135,FALSE,"1","3","3.1"
"2017",2250000,1650000,136,FALSE,"1","3","3.1"
"2017",2250000,1625000,137,FALSE,"1","3","3.1"
"2017",2275000,1625000,138,FALSE,"1","3","3.1"
"2017",2275000,1600000,139,FALSE,"1","3","3.1"
"2017",2300000,1600000,140,FALSE,"1","3","3.1"
"2017",2300000,1575000,141,FALSE,"1","3","3.1"
"2017",2325000,1575000,142,FALSE,"1","3","3.1"
"2017",2325000,1550000,143,FALSE,"1","3","3.1"
"2017",2350000,1550000,144,FALSE,"1","3","3.1"
"2017",2350000,1525000,145,FALSE,"1","3","3.1"
"2017",2375000,1525000,146,FALSE,"1","3","3.1"
"2017",2375000,1500000,147,FALSE,"1","3","3.1"
"2017",2400000,1500000,148,FALSE,"1","3","3.1"
"2017",2400000,1475000,149,FALSE,"1","3","3.1"
"2017",2450000,1475000,150,FALSE,"1","3","3.1"
"2017",2450000,1450000,151,FALSE,"1","3","3.1"
"2017",2500000,1450000,152,FALSE,"1","3","3.1"
"2017",2500000,1425000,153,FALSE,"1","3","3.1"
"2017",2550000,1425000,154,FALSE,"1","3","3.1"
"2017",2550000,1400000,155,FALSE,"1","3","3.1"
"2017",2575000,1400000,156,FALSE,"1","3","3.1"
"2017",2575000,1375000,157,FALSE,"1","3","3.1"
"2017",2600000,1375000,158,FALSE,"1","3","3.1"
"2017",2600000,1325000,159,FALSE,"1","3","3.1"
"2017",2625000,1325000,160,FALSE,"1","3","3.1"
"2017",2625000,1300000,161,FALSE,"1","3","3.1"
"2017",2650000,1300000,162,FALSE,"1","3","3.1"
"2017",2650000,1275000,163,FALSE,"1","3","3.1"
"2017",2675000,1275000,164,FALSE,"1","3","3.1"
"2017",2675000,1250000,165,FALSE,"1","3","3.1"
"2017",2700000,1250000,166,FALSE,"1","3","3.1"
"2017",2700000,1225000,167,FALSE,"1","3","3.1"
"2017",2725000,1225000,168,FALSE,"1","3","3.1"
"2017",2725000,1175000,169,FALSE,"1","3","3.1"
"2017",2750000,1175000,170,FALSE,"1","3","3.1"
"2017",2750000,1125000,171,FALSE,"1","3","3.1"
"2017",2775000,1125000,172,FALSE,"1","3","3.1"
"2017",2775000,1100000,173,FALSE,"1","3","3.1"
"2017",2800000,1100000,174,FALSE,"1","3","3.1"
"2017",2800000,1075000,175,FALSE,"1","3","3.1"
"2017",2825000,1075000,176,FALSE,"1","3","3.1"
"2017",2825000,1050000,177,FALSE,"1","3","3.1"
"2017",2850000,1050000,178,FALSE,"1","3","3.1"
"2017",2850000,1e+06,179,FALSE,"1","3","3.1"
"2017",2875000,1e+06,180,FALSE,"1","3","3.1"
"2017",2875000,825000,181,FALSE,"1","3","3.1"
"2017",2900000,825000,182,FALSE,"1","3","3.1"
"2017",2900000,8e+05,183,FALSE,"1","3","3.1"
"2017",2925000,8e+05,184,FALSE,"1","3","3.1"
"2017",2925000,750000,185,FALSE,"1","3","3.1"
"2017",2950000,750000,186,FALSE,"1","3","3.1"
"2017",2950000,725000,187,FALSE,"1","3","3.1"
"2017",2925000,725000,188,FALSE,"1","3","3.1"
"2017",2925000,650000,189,FALSE,"1","3","3.1"
"2017",2900000,650000,190,FALSE,"1","3","3.1"
"2017",2900000,575000,191,FALSE,"1","3","3.1"
"2017",2925000,575000,192,FALSE,"1","3","3.1"
"2017",2925000,550000,193,FALSE,"1","3","3.1"
"2017",2950000,550000,194,FALSE,"1","3","3.1"
"2017",2950000,5e+05,195,FALSE,"1","3","3.1"
"2017",2975000,5e+05,196,FALSE,"1","3","3.1"
"2017",2975000,375000,197,FALSE,"1","3","3.1"
"2017",3e+06,375000,198,FALSE,"1","3","3.1"
"2017",3e+06,350000,199,FALSE,"1","3","3.1"
"2017",3075000,350000,200,FALSE,"1","3","3.1"
"2017",3075000,325000,201,FALSE,"1","3","3.1"
"2017",3125000,325000,202,FALSE,"1","3","3.1"
"2017",3125000,3e+05,203,FALSE,"1","3","3.1"
"2017",3150000,3e+05,204,FALSE,"1","3","3.1"
"2017",3150000,225000,205,FALSE,"1","3","3.1"
"2017",3125000,225000,206,FALSE,"1","3","3.1"
"2017",3125000,2e+05,207,FALSE,"1","3","3.1"
"2017",3100000,2e+05,208,FALSE,"1","3","3.1"
"2017",3075000,2e+05,209,FALSE,"1","3","3.1"
"2017",3075000,175000,210,FALSE,"1","3","3.1"
"2017",3050000,175000,211,FALSE,"1","3","3.1"
"2017",3050000,150000,212,FALSE,"1","3","3.1"
"2017",3025000,150000,213,FALSE,"1","3","3.1"
"2017",3025000,1e+05,214,FALSE,"1","3","3.1"
"2017",3e+06,1e+05,215,FALSE,"1","3","3.1"
"2017",3e+06,75000,216,FALSE,"1","3","3.1"
"2017",2975000,75000,217,FALSE,"1","3","3.1"
"2017",2975000,-25000,218,FALSE,"1","3","3.1"
"2017",3e+06,-25000,219,FALSE,"1","3","3.1"
"2017",3e+06,-150000,220,FALSE,"1","3","3.1"
"2017",3025000,-150000,221,FALSE,"1","3","3.1"
"2017",3025000,-225000,222,FALSE,"1","3","3.1"
"2017",3e+06,-225000,223,FALSE,"1","3","3.1"
"2017",3e+06,-3e+05,224,FALSE,"1","3","3.1"
"2017",2975000,-3e+05,225,FALSE,"1","3","3.1"
"2017",2975000,-425000,226,FALSE,"1","3","3.1"
"2017",2950000,-425000,227,FALSE,"1","3","3.1"
"2017",2950000,-575000,228,FALSE,"1","3","3.1"
"2017",2925000,-575000,229,FALSE,"1","3","3.1"
"2017",2925000,-625000,230,FALSE,"1","3","3.1"
"2017",2900000,-625000,231,FALSE,"1","3","3.1"
"2017",2900000,-675000,232,FALSE,"1","3","3.1"
"2017",2875000,-675000,233,FALSE,"1","3","3.1"
"2017",2875000,-7e+05,234,FALSE,"1","3","3.1"
"2017",2850000,-7e+05,235,FALSE,"1","3","3.1"
"2017",2850000,-725000,236,FALSE,"1","3","3.1"
"2017",2825000,-725000,237,FALSE,"1","3","3.1"
"2017",2825000,-875000,238,FALSE,"1","3","3.1"
"2017",2800000,-875000,239,FALSE,"1","3","3.1"
"2017",2800000,-9e+05,240,FALSE,"1","3","3.1"
"2017",2775000,-9e+05,241,FALSE,"1","3","3.1"
"2017",2775000,-925000,242,FALSE,"1","3","3.1"
"2017",2750000,-925000,243,FALSE,"1","3","3.1"
"2017",2750000,-975000,244,FALSE,"1","3","3.1"
"2017",2725000,-975000,245,FALSE,"1","3","3.1"
"2017",2725000,-1050000,246,FALSE,"1","3","3.1"
"2017",2700000,-1050000,247,FALSE,"1","3","3.1"
"2017",2700000,-1175000,248,FALSE,"1","3","3.1"
"2017",2675000,-1175000,249,FALSE,"1","3","3.1"
"2017",2675000,-1225000,250,FALSE,"1","3","3.1"
"2017",2650000,-1225000,251,FALSE,"1","3","3.1"
"2017",2650000,-1275000,252,FALSE,"1","3","3.1"
"2017",2625000,-1275000,253,FALSE,"1","3","3.1"
"2017",2625000,-1300000,254,FALSE,"1","3","3.1"
"2017",2600000,-1300000,255,FALSE,"1","3","3.1"
"2017",2600000,-1325000,256,FALSE,"1","3","3.1"
"2017",2575000,-1325000,257,FALSE,"1","3","3.1"
"2017",2575000,-1350000,258,FALSE,"1","3","3.1"
"2017",2550000,-1350000,259,FALSE,"1","3","3.1"
"2017",2550000,-1375000,260,FALSE,"1","3","3.1"
"2017",2525000,-1375000,261,FALSE,"1","3","3.1"
"2017",2500000,-1375000,262,FALSE,"1","3","3.1"
"2017",2500000,-1400000,263,FALSE,"1","3","3.1"
"2017",2475000,-1400000,264,FALSE,"1","3","3.1"
"2017",2475000,-1425000,265,FALSE,"1","3","3.1"
"2017",2450000,-1425000,266,FALSE,"1","3","3.1"
"2017",2425000,-1425000,267,FALSE,"1","3","3.1"
"2017",2425000,-1450000,268,FALSE,"1","3","3.1"
"2017",2400000,-1450000,269,FALSE,"1","3","3.1"
"2017",2400000,-1475000,270,FALSE,"1","3","3.1"
"2017",2375000,-1475000,271,FALSE,"1","3","3.1"
"2017",2375000,-1500000,272,FALSE,"1","3","3.1"
"2017",2350000,-1500000,273,FALSE,"1","3","3.1"
"2017",2350000,-1550000,274,FALSE,"1","3","3.1"
"2017",2325000,-1550000,275,FALSE,"1","3","3.1"
"2017",2325000,-1575000,276,FALSE,"1","3","3.1"
"2017",2300000,-1575000,277,FALSE,"1","3","3.1"
"2017",2300000,-1625000,278,FALSE,"1","3","3.1"
"2017",2275000,-1625000,279,FALSE,"1","3","3.1"
"2017",2275000,-1700000,280,FALSE,"1","3","3.1"
"2017",2250000,-1700000,281,FALSE,"1","3","3.1"
"2017",2250000,-1750000,282,FALSE,"1","3","3.1"
"2017",2225000,-1750000,283,FALSE,"1","3","3.1"
"2017",2225000,-1775000,284,FALSE,"1","3","3.1"
"2017",2200000,-1775000,285,FALSE,"1","3","3.1"
"2017",2200000,-1825000,286,FALSE,"1","3","3.1"
"2017",2175000,-1825000,287,FALSE,"1","3","3.1"
"2017",2175000,-1850000,288,FALSE,"1","3","3.1"
"2017",2150000,-1850000,289,FALSE,"1","3","3.1"
"2017",2150000,-1900000,290,FALSE,"1","3","3.1"
"2017",2125000,-1900000,291,FALSE,"1","3","3.1"
"2017",2125000,-1925000,292,FALSE,"1","3","3.1"
"2017",2100000,-1925000,293,FALSE,"1","3","3.1"
"2017",2100000,-1950000,294,FALSE,"1","3","3.1"
"2017",2075000,-1950000,295,FALSE,"1","3","3.1"
"2017",2075000,-1975000,296,FALSE,"1","3","3.1"
"2017",2050000,-1975000,297,FALSE,"1","3","3.1"
"2017",2050000,-2e+06,298,FALSE,"1","3","3.1"
"2017",2025000,-2e+06,299,FALSE,"1","3","3.1"
"2017",2025000,-2050000,300,FALSE,"1","3","3.1"
"2017",2e+06,-2050000,301,FALSE,"1","3","3.1"
"2017",2e+06,-2100000,302,FALSE,"1","3","3.1"
"2017",1975000,-2100000,303,FALSE,"1","3","3.1"
"2017",1900000,-2100000,304,FALSE,"1","3","3.1"
"2017",1900000,-2125000,305,FALSE,"1","3","3.1"
"2017",1875000,-2125000,306,FALSE,"1","3","3.1"
"2017",1875000,-2150000,307,FALSE,"1","3","3.1"
"2017",1850000,-2150000,308,FALSE,"1","3","3.1"
"2017",1850000,-2175000,309,FALSE,"1","3","3.1"
"2017",1825000,-2175000,310,FALSE,"1","3","3.1"
"2017",1800000,-2175000,311,FALSE,"1","3","3.1"
"2017",1800000,-2200000,312,FALSE,"1","3","3.1"
"2017",1775000,-2200000,313,FALSE,"1","3","3.1"
"2017",1750000,-2200000,314,FALSE,"1","3","3.1"
"2017",1750000,-2250000,315,FALSE,"1","3","3.1"
"2017",1725000,-2250000,316,FALSE,"1","3","3.1"
"2017",1725000,-2275000,317,FALSE,"1","3","3.1"
"2017",1700000,-2275000,318,FALSE,"1","3","3.1"
"2017",1700000,-2300000,319,FALSE,"1","3","3.1"
"2017",1675000,-2300000,320,FALSE,"1","3","3.1"
"2017",1675000,-2325000,321,FALSE,"1","3","3.1"
"2017",1650000,-2325000,322,FALSE,"1","3","3.1"
"2017",1625000,-2325000,323,FALSE,"1","3","3.1"
"2017",1625000,-2350000,324,FALSE,"1","3","3.1"
"2017",1600000,-2350000,325,FALSE,"1","3","3.1"
"2017",1600000,-2375000,326,FALSE,"1","3","3.1"
"2017",1575000,-2375000,327,FALSE,"1","3","3.1"
"2017",1575000,-2450000,328,FALSE,"1","3","3.1"
"2017",1550000,-2450000,329,FALSE,"1","3","3.1"
"2017",1550000,-2475000,330,FALSE,"1","3","3.1"
"2017",1525000,-2475000,331,FALSE,"1","3","3.1"
"2017",1525000,-2500000,332,FALSE,"1","3","3.1"
"2017",1500000,-2500000,333,FALSE,"1","3","3.1"
"2017",1500000,-2525000,334,FALSE,"1","3","3.1"
"2017",1475000,-2525000,335,FALSE,"1","3","3.1"
"2017",1475000,-2550000,336,FALSE,"1","3","3.1"
"2017",1450000,-2550000,337,FALSE,"1","3","3.1"
"2017",1450000,-2575000,338,FALSE,"1","3","3.1"
"2017",1425000,-2575000,339,FALSE,"1","3","3.1"
"2017",1375000,-2575000,340,FALSE,"1","3","3.1"
"2017",1375000,-2625000,341,FALSE,"1","3","3.1"
"2017",1350000,-2625000,342,FALSE,"1","3","3.1"
"2017",1350000,-2675000,343,FALSE,"1","3","3.1"
"2017",1325000,-2675000,344,FALSE,"1","3","3.1"
"2017",1325000,-2700000,345,FALSE,"1","3","3.1"
"2017",1300000,-2700000,346,FALSE,"1","3","3.1"
"2017",1300000,-2725000,347,FALSE,"1","3","3.1"
"2017",1275000,-2725000,348,FALSE,"1","3","3.1"
"2017",1275000,-2775000,349,FALSE,"1","3","3.1"
"2017",1250000,-2775000,350,FALSE,"1","3","3.1"
"2017",1250000,-2800000,351,FALSE,"1","3","3.1"
"2017",1225000,-2800000,352,FALSE,"1","3","3.1"
"2017",1175000,-2800000,353,FALSE,"1","3","3.1"
"2017",1175000,-2825000,354,FALSE,"1","3","3.1"
"2017",1150000,-2825000,355,FALSE,"1","3","3.1"
"2017",1025000,-2825000,356,FALSE,"1","3","3.1"
"2017",1025000,-2850000,357,FALSE,"1","3","3.1"
"2017",1e+06,-2850000,358,FALSE,"1","3","3.1"
"2017",975000,-2850000,359,FALSE,"1","3","3.1"
"2017",975000,-2875000,360,FALSE,"1","3","3.1"
"2017",875000,-2875000,361,FALSE,"1","3","3.1"
"2017",875000,-2850000,362,FALSE,"1","3","3.1"
"2017",825000,-2850000,363,FALSE,"1","3","3.1"
"2017",825000,-2825000,364,FALSE,"1","3","3.1"
"2017",8e+05,-2825000,365,FALSE,"1","3","3.1"
"2017",8e+05,-2775000,366,FALSE,"1","3","3.1"
"2017",775000,-2775000,367,FALSE,"1","3","3.1"
"2017",775000,-2650000,368,FALSE,"1","3","3.1"
"2017",750000,-2650000,369,FALSE,"1","3","3.1"
"2017",750000,-2600000,370,FALSE,"1","3","3.1"
"2017",725000,-2600000,371,FALSE,"1","3","3.1"
"2017",725000,-2575000,372,FALSE,"1","3","3.1"
"2017",7e+05,-2575000,373,FALSE,"1","3","3.1"
"2017",7e+05,-2550000,374,FALSE,"1","3","3.1"
"2017",675000,-2550000,375,FALSE,"1","3","3.1"
"2017",675000,-2525000,376,FALSE,"1","3","3.1"
"2017",625000,-2525000,377,FALSE,"1","3","3.1"
"2017",625000,-2500000,378,FALSE,"1","3","3.1"
"2017",550000,-2500000,379,FALSE,"1","3","3.1"
"2017",550000,-2475000,380,FALSE,"1","3","3.1"
"2017",4e+05,-2475000,381,FALSE,"1","3","3.1"
"2017",4e+05,-2500000,382,FALSE,"1","3","3.1"
"2017",375000,-2500000,383,FALSE,"1","3","3.1"
"2017",350000,-2500000,384,FALSE,"1","3","3.1"
"2017",350000,-2525000,385,FALSE,"1","3","3.1"
"2017",325000,-2525000,386,FALSE,"1","3","3.1"
"2017",325000,-2550000,387,FALSE,"1","3","3.1"
"2017",3e+05,-2550000,388,FALSE,"1","3","3.1"
"2017",3e+05,-2575000,389,FALSE,"1","3","3.1"
"2017",275000,-2575000,390,FALSE,"1","3","3.1"
"2017",275000,-2600000,391,FALSE,"1","3","3.1"
"2017",150000,-2600000,392,FALSE,"1","3","3.1"
"2017",150000,-2575000,393,FALSE,"1","3","3.1"
"2017",-175000,-2575000,394,FALSE,"1","3","3.1"
"2017",-175000,-2600000,395,FALSE,"1","3","3.1"
"2017",-2e+05,-2600000,396,FALSE,"1","3","3.1"
"2017",-225000,-2600000,397,FALSE,"1","3","3.1"
"2017",-225000,-2625000,398,FALSE,"1","3","3.1"
"2017",-250000,-2625000,399,FALSE,"1","3","3.1"
"2017",-3e+05,-2625000,400,FALSE,"1","3","3.1"
"2017",-3e+05,-2650000,401,FALSE,"1","3","3.1"
"2017",-325000,-2650000,402,FALSE,"1","3","3.1"
"2017",-350000,-2650000,403,FALSE,"1","3","3.1"
"2017",-350000,-2675000,404,FALSE,"1","3","3.1"
"2017",-375000,-2675000,405,FALSE,"1","3","3.1"
"2017",-575000,-2675000,406,FALSE,"1","3","3.1"
"2017",-575000,-2700000,407,FALSE,"1","3","3.1"
"2017",-8e+05,-2700000,408,FALSE,"1","3","3.1"
"2017",-8e+05,-2675000,409,FALSE,"1","3","3.1"
"2017",-850000,-2675000,410,FALSE,"1","3","3.1"
"2017",-850000,-2650000,411,FALSE,"1","3","3.1"
"2017",-9e+05,-2650000,412,FALSE,"1","3","3.1"
"2017",-9e+05,-2625000,413,FALSE,"1","3","3.1"
"2017",-925000,-2625000,414,FALSE,"1","3","3.1"
"2017",-925000,-2600000,415,FALSE,"1","3","3.1"
"2017",-950000,-2600000,416,FALSE,"1","3","3.1"
"2017",-950000,-2550000,417,FALSE,"1","3","3.1"
"2017",-975000,-2550000,418,FALSE,"1","3","3.1"
"2017",-975000,-2525000,419,FALSE,"1","3","3.1"
"2017",-1050000,-2525000,420,FALSE,"1","3","3.1"
"2017",-1050000,-2500000,421,FALSE,"1","3","3.1"
"2017",-1100000,-2500000,422,FALSE,"1","3","3.1"
"2017",-1100000,-2475000,423,FALSE,"1","3","3.1"
"2017",-1125000,-2475000,424,FALSE,"1","3","3.1"
"2017",-1125000,-2450000,425,FALSE,"1","3","3.1"
"2017",-1175000,-2450000,426,FALSE,"1","3","3.1"
"2017",-1175000,-2425000,427,FALSE,"1","3","3.1"
"2017",-1200000,-2425000,428,FALSE,"1","3","3.1"
"2017",-1200000,-2400000,429,FALSE,"1","3","3.1"
"2017",-1250000,-2400000,430,FALSE,"1","3","3.1"
